1,62
15172,85040
8966,52330
2759,16058
17931,100462
11724,64266
5517,31902
14483,80166
8276,47292
2069,11264
17241,92740
11034,63776
4828,27222
20000,110988
13793,78650
7586,44768
1380,7432
16551,91644
10345,58060
4138,26038
19310,104150
13103,76074
6897,41152
690,3616
15862,95824
9655,54024
3449,20794
18620,105174
12414,68534
6207,34854
