1,122
15172,86436114
8966,27541926
2759,2010050
17931,121284926
11724,50305890
5517,8870834
14483,77744614
8276,22310920
2069,1103676
17241,113627878
11034,43109958
4828,7166334
20000,149098810
13793,69835774
7586,18858802
1380,471796
16551,102946184
10345,38066172
4138,4909940
19310,142925490
13103,61909766
6897,15156728
690,102154
15862,92555922
9655,32199148
3449,3395724
18620,132766336
12414,57338122
6207,11931988
