1,138
4483,105867
8965,298000
2759,59100
7241,282600
1035,36708
5517,141800
10000,287800
3793,82450
8276,383650
2069,43943
6552,164350
345,8980
4828,119533
9310,273400
3104,62980
7586,323900
1380,28480
5862,236300
4138,93367
8620,289200
2414,50217
6896,256300
690,20181
5172,126167
9655,277700
3448,89100
7931,431150
1724,36988
6207,153450
