1,1144
4483,10237700
8965,26019900
2759,6046760
7241,31610100
1035,407700
5517,17827100
10000,38603700
3793,10342050
8276,31724650
2069,1991300
6552,14119450
345,192708
4828,8983000
9310,32284700
3104,6720480
7586,34708800
1380,1043750
5862,13266350
4138,18703000
8620,26693300
2414,3783150
6896,19748350
690,668788
5172,13427700
9655,33071200
3448,6679925
7931,57005200
1724,911788
6207,15840750
